Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Customer Domain,Assurance,Customer Problem Support,Customer Assistance,Customer Problem Receiving,221,2332
Customer Domain,Fulfillment,Customer Order Management,Customer Order Eligibility Validation,Product Availability Checking,262,2341
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Background Customer Profiling,228,2342
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Value Profile Segmentation,232,2343
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Actions Profile Updating,233,2345
Customer Domain,Billing,Invoice Management,Dunning,Pause/Resume Collection Treatment,134,2350
Customer Domain,Billing,Invoice Management,Dunning,Collection Flows Creation,138,2351
Customer Domain,Billing,Invoice Management,Dunning,Collection Rules Definition,139,2352
Customer Domain,Billing,Invoice Management,Dunning,Collection Treatment Evaluation,140,2353
Customer Domain,Billing,Invoice Management,Dunning,Collection Execution Monitoring,141,2355
Customer Domain,Billing,Invoice Management,Dunning,Manual Collection Treatment Assigning,143,2359
Customer Domain,Billing,Invoice Management,Dunning,Financial Customer Score Updating,144,2360
Customer Domain,Billing,Invoice Management,Dunning,Debt Management Financial Scoring,145,2361
Customer Domain,Billing,Invoice Management,Dunning,Debt Management Penalty Automatic Charging,146,2362
Customer Domain,Billing,Invoice Management,Dunning,Collection Treatment,147,2364
Customer Domain,Billing,Invoice Management,Dunning,Collection Treatment Manual Intervention,148,2365
Customer Domain,Billing,Invoice Management,Dunning,Dunning Strategy Initialization,149,2366
Customer Domain,Billing,Invoice Management,Dunning,Dunning and Dunning Event Management,150,2367
Customer Domain,Billing,Invoice Management,Dunning,Collection Dunning Monitoring,151,2368
Customer Domain,Billing,Invoice Management,Dunning,Collection Penalty Charges Generation,152,2369
Customer Domain,Billing,Invoice Management,Dunning,Collection Issue Write Off Closing,154,2370
Customer Domain,Billing,Invoice Management,Dunning,External Collection Agency Passing,155,2371
Customer Domain,Billing,Invoice Management,Dunning,Collection Decision Monitoring,166,2372
Customer Domain,Billing,Invoice Management,Dunning,Customer Penalties Viewing,252,2373
Customer Domain,Billing,Customer Financial Management,Payment Management,Customer Loyalty Prize Selection,200,2374
Customer Domain,Billing,Customer Financial Management,Payment Management,Customer Bill Payment,251,2377
Customer Domain,Billing,Customer Financial Management,Payment Management,Bank Interface Direct Debit Payment Receiving,321,2378
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Interaction Information Capturing,189,2383
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Business Event Capturing,190,2386
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Relationship/Context Event Data Accumulation,191,2389
Customer Domain,Billing,Customer Financial Management,Bill Dispute,Dispute Progress Tracking,303,2391
Customer Domain,Billing,Customer Financial Management,Payment Management,Payment Transaction Refunding,322,2392
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Order Administration,178,2393
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Order Versioning,212,2395
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Pending Customer Orders Maintenance,213,2396
Customer Domain,Fulfillment,Customer Order Management,Customer Order Completion,Calculated Order Data Enrichment,717,2398
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Order Management,366,2399
Customer Domain,Fulfillment,Customer Order Management,Customer Order Completion,Customer Order Distribution,1325,2402
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Support Workflow Guiding,284,2410
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Outbound Interaction Initiation,1241,2411
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Customer Inbound Interaction Handling,1242,2412
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer Profile Access,235,2413
Customer Domain,Strategy Management,Customer Strategic Analysis,Customer Behavior Analysis,Customer Value Profile Prediction,231,2415
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Profile Signature Creation,234,2416
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Customer Interaction Management,Interaction Channel Infrastructure Operation,1309,2417
Customer Domain,Billing,Customer Financial Management,Payment Management,Payment Interface Management,323,2421
Customer Domain,Fulfillment,Customer Order Management,Customer Order Orchestration,Retro-active Order Orchestration,215,2427
Customer Domain,Fulfillment,Customer Order Management,Customer Order Orchestration,Orchestration Customer Order Error Resolution,1070,2430
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Order Establishment Tracking,217,2432
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,External Call Center Access,259,2433
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Order Status Viewing,272,2434
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Customer Order Storage,719,2438
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer Data Fencing,369,2446
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer/Prospect Data Acquisition,364,2447
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Value Profile Calculation,1069,2449
Customer Domain,Operations Readiness & Support,Customer Information Support,Collect and Qualify Customer Information,Customer Experience Network and Device Event Collection,192,2453
Customer Domain,Operations Readiness & Support,Customer Information Support,Customer Information Management,Customer Information Management,400,2456
Customer Domain,Fulfillment,Customer Order Management,Customer Order Eligibility Validation,Customer Credit Eligibility Validation,1071,2457
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Recommendation Action Support Integration,242,2463
Customer Domain,Billing,Invoice Management,Invoicing,Invoice Charges Compilation,310,2467
Customer Domain,Billing,Invoice Management,Invoicing,Invoice Items Listing,62,2468
Customer Domain,Billing,Invoice Management,Invoicing,Invoice Listing,63,2469
Customer Domain,Billing,Customer Financial Management,Bill Dispute,Disputed Charge Approved Adjustment,304,2470
Customer Domain,Billing,Invoice Management,Invoicing,Invoice Totals Calculation,311,2471
Customer Domain,Billing,Customer Financial Management,Payment Management,Financial Transaction Settlement,324,2472
Customer Domain,Billing,Invoice Management,Risk Mitigation Measures Enforcement,Risk Mitigation Actions Triggering,1114,2473
Customer Domain,Billing,Invoice Management,Invoicing,Invoice Detail Collection,312,2479
Customer Domain,Fulfillment,Customer Order Management,Customer Order Repository Management,Shopping Cart Purchasing Access,277,2480
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,External Access Mass Activation,271,2492
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Customer Support Information Distribution,279,2500
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Queue Management,Customer Interaction Assignment,1121,2501
Customer Domain,"Assurance,Billing,Fulfillment",Welcome and Interaction,Queue Management,Contact Queuing,163,2502
Customer Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Aggregated Function TBD,Aggregated Function TBD L2,Customer Support Back-office Integration,283,2504
